PT_IDX,PT_NAME,PT_CATEGORY,PT_IMAGE,PT_CONTENT,PT_WRITER,PT_HIDDEN
165,인클라인 덤벨 트위스트 프레스,가슴,"https://burnfit.io/wp-content/uploads/2023/11/INC_DB_TWIST_PRESS.png,https://burnfit.io/wp-content/uploads/2023/11/INC_DB_TWIST_PRESS.gif","덤벨을 양손에 들고 기울어진 벤치에 가슴을 펴고 누운 상태에서, 덤벨을 바닥에 수직하게 들어올립니다. | 덤벨이 가로로 놓이게 잡아주고, 가슴 근육의 이완을 느끼며 팔을 굽혀 덤벨을 아래로 내립니다. | 가슴 근육의 수축을 느끼며 덤벨을 90도 회전시키면서 덤벨을 밀어올립니다.",,1
166,인클라인 케이블 플라이,가슴,"https://burnfit.io/wp-content/uploads/2023/11/INC_CABLE_FLY.png,https://burnfit.io/wp-content/uploads/2023/11/INC_CABLE_FLY.gif",벤치에 가슴을 펴고 누운 상태에서 양손으로 케이블을 잡습니다. | 팔꿈치를 살짝 구부려 팔의 개입이 최소화할 수 있도록 자세를 잡습니다. | 원을 그리듯 천천히 양팔을 모아주며 가슴 근육을 수축시킵니다. | 가슴 근육의 이완을 느끼면서 천천히 팔을 내려줍니다.,,1
167,덤벨 컬,팔,,,,0
168,덤벨 트라이셉 익스텐션,팔,"https://burnfit.io/wp-content/uploads/2023/11/DB_TRI_EXT.png,https://burnfit.io/wp-content/uploads/2023/11/DB_TRI_EXT.gif","양발을 골반너비로 적당히 벌리고, 덤벨을 양손으로 잡고 섭니다. | 덤벨을 잡은 양팔의 팔꿈치를 직각으로 만들면서 머리 뒤로 넘깁니다. | 팔꿈치를 고정한 상태로 덤벨을 위로 들어올립니다.",,0
169,덤벨 킥백,팔,"https://burnfit.io/wp-content/uploads/2023/11/DB_KICKBACK.png,https://burnfit.io/wp-content/uploads/2023/11/DB_KICKBACK.gif","덤벨을 쥔 팔의 상완근 부위(삼두)가 바닥과 평행하도록 자세를 잡습니다. | 팔꿈치를 고정한 상태로 덤벨을 다리쪽으로 멀리 보낸다는 생각으로 들어올립니다. | 삼두근을 일정기간 수축한뒤, 덤벨을 내리며 시작 자세로 돌아옵니다.",,0
170,케이블 컬,팔,,,,0
171,케이블 푸시 다운,팔,"https://burnfit.io/wp-content/uploads/2023/11/CABLE_PUSH_DOWN.png,https://burnfit.io/wp-content/uploads/2023/11/CABLE_PUSH_DOWN.gif","케이블을 바라본 상태에서, 허리를 살짝 숙이고 엉덩이는 뒤로 빼줍니다. | 어깨와 팔꿈치가 일직선상에 있도록 고정한 상태로, 케이블을 몸쪽으로 당겨줍니다. 팔꿈치는 최대한 펴줍니다. | 삼두에 자극을 느끼면서 팔꿈치를 천천히 굽혀, 시작 자세로 돌아갑니다.",,0
172,바벨 컬,팔,"https://burnfit.io/wp-content/uploads/2023/11/BB_BC_CURL.png,https://burnfit.io/wp-content/uploads/2023/11/BB_BC_CURL.gif","양발을 어깨너비로 적당히 벌려 서고, 바벨을 어깨보다 살짝 넓게 잡고 섭니다. | 팔꿈치를 고정한 상태에서, 이두의 힘으로 바벨을 들어올립니다. | 이두의 긴장감을 유지하면서 바벨을 천천히 내립니다.",,0
173,이지바 컬,팔,"https://burnfit.io/wp-content/uploads/2023/11/EZB_CURL.png,https://burnfit.io/wp-content/uploads/2023/11/EZB_CURL.gif","양발을 어깨너비로 적당히 벌려 서고, 이지바를 어깨너비만큼 잡고 섭니다. | 팔꿈치를 고정한 상태에서, 이두의 힘으로 바를 들어올립니다. | 이두의 긴장감을 유지하면서 바를 천천히 내립니다.",,0
174,덤벨 해머 컬,팔,"https://burnfit.io/wp-content/uploads/2023/11/DB_HAM_CURL.png,https://burnfit.io/wp-content/uploads/2023/11/DB_HAM_CURL.gif","양 손바닥이 마주보게 덤벨을 잡고, 몸을 곧게 펴고 섭니다. | 팔꿈치를 고정한 상태로, 덤벨을 최대한 들어 올립니다. | 천천히 덤벨을 내려 시작 자세로 돌아옵니다.",,0
175,클로즈 그립 벤치프레스,팔,"https://burnfit.io/wp-content/uploads/2023/11/CG_BB_BP.png,https://burnfit.io/wp-content/uploads/2023/11/CG_BB_BP.gif","벤치에 가슴을 펴고 누운 상태에서, 바벨을 어깨너비보다 조금 좁게 잡고 위로 들어올립니다. | 삼두근의 이완을 느끼면서 바벨을 가슴 하부 방향으로 천천히 내립니다. | 삼두근의 수축을 느끼며 몸의 수직방향으로 바벨을 밀어올립니다.",,0
176,시티드 덤벨 트라이셉 익스텐션,팔,"https://burnfit.io/wp-content/uploads/2023/11/SEAT_DB_TRI_EXT.png,https://burnfit.io/wp-content/uploads/2023/11/SEAT_DB_TRI_EXT.gif",덤벨을 양손으로 잡고 의자에 허리를 곧게 세우고 앉습니다. | 덤벨을 잡은 양팔의 팔꿈치를 직각으로 만들면서 머리뒤로 넘깁니다. | 팔꿈치를 고정한 상태로 덤벨을 위로 들어올립니다.,,0
177,케이블 트라이셉 익스텐션,팔,"https://burnfit.io/wp-content/uploads/2023/11/CABLE_TRI_EXT.png,https://burnfit.io/wp-content/uploads/2023/11/CABLE_TRI_EXT.gif","케이블 머신에 로프를 연결하고, 로프를 앞으로 당기면서 상체를 숙여줍니다. | 팔꿈치를 고정한 상태에서, 천천히 로프를 앞으로 밀면서 팔을 펴줍니다. | 삼두에 자극을 느끼면서 천천히 시작 자세로 돌아갑니다.",,0
178,바벨 리스트 컬,팔,"https://burnfit.io/wp-content/uploads/2023/11/BB_WRIST_CURL.png,https://burnfit.io/wp-content/uploads/2023/11/BB_WRIST_CURL.gif","벤치에 양손을 올린 뒤, 바벨을 언더 그립(손바닥을 위로 향하게 잡는 방법)으로 잡습니다. | 손목을 아래쪽으로 젖혀주면서 손가락을 살짝 풀어줍니다. | 손가락과 손목을 최대한 높이 말아올리면서 전완근을 수축시켜줍니다.",,0
179,이지바 리스트 컬,팔,"https://burnfit.io/wp-content/uploads/2023/11/EZB_WRIST_CURL.png,https://burnfit.io/wp-content/uploads/2023/11/EZB_WRIST_CURL.gif","벤치에 양손을 올린 뒤, 이지바를 언더 그립(손바닥을 위로 향하게 잡는 방법)으로 잡습니다. | 손목을 아래쪽으로 젖혀주면서 손가락을 살짝 풀어줍니다. | 손가락과 손목을 최대한 높이 말아올리면서 전완근을 수축시켜줍니다.",,0
180,덤벨 리스트 컬,팔,"https://burnfit.io/wp-content/uploads/2023/11/DB_WRIST_CURL.png,https://burnfit.io/wp-content/uploads/2023/11/DB_WRIST_CURL.gif","벤치에 팔을 댄 상태로, 덤벨을 언더 그립(손바닥을 위로 향하게 잡는 방법)으로 잡습니다. | 손목을 아래쪽으로 젖혀주면서 손가락을 살짝 풀어줍니다. | 손가락과 손목을 최대한 높이 말아올리면서 전완근을 수축시켜줍니다.",,0
181,스컬 크러셔,팔,"https://burnfit.io/wp-content/uploads/2023/11/SKULL_CRUSH.png,https://burnfit.io/wp-content/uploads/2023/11/SKULL_CRUSH.gif","벤치에 누워 양손으로 바를 잡아 수직으로 들어올립니다. | 팔꿈치를 고정한 상태에서, 이마에 닿을 높이까지 바를 내려줍니다. | 내려온 동선을따라 바를 들어올려 시작 자세로 돌아갑니다.",,0
182,바벨 라잉 트라이셉 익스텐션,팔,"https://burnfit.io/wp-content/uploads/2023/11/LYING_TRI_EXT.png,https://burnfit.io/wp-content/uploads/2023/11/LYING_TRI_EXT.gif","벤치에 누워 양손으로 바를 잡아 수직으로 들어올립니다. | 팔꿈치를 고정한 상태에서, 이마를 넘겨 정수리 위까지 바를 내려줍니다. | 내려온 동선을따라 바를 들어올려 시작 자세로 돌아갑니다.",,0
183,덤벨 프리쳐 컬,팔,"https://burnfit.io/wp-content/uploads/2023/11/DB_PREA_CURL.png,https://burnfit.io/wp-content/uploads/2023/11/DB_PREA_CURL.gif","양손에 덤벨을 든 상태로, 가슴을 경사면에 기대고 양팔은 경사면 위에 올려줍니다. | 상체와 팔꿈치를 고정한 상태를 유지하며, 이두근의 수축을 느끼며 덤벨을 당겨 올립니다. | 이때 가동범위를 최대한 살려 전완이 지면과 수직을 이루는 지점까지 말아올릴 수 있도록 합니다. | 천천히 덤벨을 내리다가 팔이 완전히 펴지기 직전에 멈춥니다.",,0
184,바벨 프리쳐 컬,팔,"https://burnfit.io/wp-content/uploads/2023/11/BB_PREA_CURL.png,https://burnfit.io/wp-content/uploads/2023/11/BB_PREA_CURL.gif","양손에 바벨을 든 상태로, 가슴을 경사면에 기대고 양팔은 경사면 위에 올려줍니다. | 상체와 팔꿈치를 고정한 상태를 유지하며, 이두근의 수축을 느끼며 바벨을 당겨 올립니다. | 이때 가동범위를 최대한 살려 전완이 지면과 수직을 이루는 지점까지 말아올릴 수 있도록 합니다. | 천천히 바벨을 내리다가 팔이 완전히 펴지기 직전에 멈춥니다.",,0
185,이지바 프리쳐 컬,팔,"https://burnfit.io/wp-content/uploads/2023/11/EZ_PREA_CURL.png,https://burnfit.io/wp-content/uploads/2023/11/EZ_PREA_CURL.gif","양손에 이지바를 든 상태로, 가슴을 경사면에 기대고 양팔은 경사면 위에 올려줍니다. | 상체와 팔꿈치를 고정한 상태를 유지하며, 이두근의 수축을 느끼며 이지바를 당겨 올립니다. | 이때 가동범위를 최대한 살려 전완이 지면과 수직을 이루는 지점까지 말아올릴 수 있도록 합니다. | 천천히 이지바를 내리다가 팔이 완전히 펴지기 직전에 멈춥니다.",,0
186,프리쳐 컬 머신,팔,"https://burnfit.io/wp-content/uploads/2023/11/PREA_CURL_MAC.png,https://burnfit.io/wp-content/uploads/2023/11/PREA_CURL_MAC.gif","가슴은 경사면에 기댄 상태에서 양손으로 손잡이를 잡아 경사면 위에 올려줍니다. | 상체와 팔꿈치를 고정한 상태를 유지하며, 이두근의 수축을 느끼며 손잡이를 당겨 올립니다. | 이때 가동범위를 최대한 살려 전완이 지면과 수직을 이루는 지점까지 말아올릴 수 있도록 합니다. | 천천히 손잡이를 내리다가 팔이 완전히 펴지기 직전에 멈춥니다.",,0
187,암 컬 머신,팔,"https://burnfit.io/wp-content/uploads/2023/11/ARM_CURL_MC.png,https://burnfit.io/wp-content/uploads/2023/11/ARM_CURL_MC.gif",겨드랑이를 패드에 밀착시킨 상태로 기구에 앉습니다. | 팔꿈치를 고정한 상태로 이두에 힘을주어 팔을 당겨 올립니다. | 이두에 자극을 느끼며 천천히 팔을 내려 처음의 자세로 돌아갑니다.,,0
188,케이블 해머컬,팔,"https://burnfit.io/wp-content/uploads/2023/11/CABLE_HAM_CURL.png,https://burnfit.io/wp-content/uploads/2023/11/CABLE_HAM_CURL.gif","케이블을 최하단에 고정한 상태에서, 상체를 곧게 펴고 양손으로 그립을 잡습니다. | 팔꿈치를 고정한 상태에서 이두의 힘으로 팔을 당겨 올립니다. | 이두근의 자극을 느끼며 천천히 시작 자세로 돌아갑니다.",,0
189,케이블 오버헤드 트라이셉 익스텐션,팔,"https://burnfit.io/wp-content/uploads/2023/11/CABLE_OHT_EXT.png,https://burnfit.io/wp-content/uploads/2023/11/CABLE_OHT_EXT.gif",로프를 케이블 상단에 걸고 양손으로 로프를 잡습니다. | 케이블을 등지고 선 상태에서 한발을 앞으로 내밀고 상체를 앞으로 기울이고 무릎을 살짝 구부린 상태를 유지합니다. | 팔꿈치를 머리 옆에 고정한 상태를 유지하면서 팔을 힘차게 앞으로 뻗습니다. | 삼두의 자극을 느끼면서 천천히 시작 자세로 돌아갑니다.,,0
190,케이블 라잉 트라이셉 익스텐션,팔,"https://burnfit.io/wp-content/uploads/2023/11/CABLE_LYING_TRI_EXT.png,https://burnfit.io/wp-content/uploads/2023/11/CABLE_LYING_TRI_EXT.gif","벤치에 누워 양손으로 바를 잡아 수직으로 들어올립니다. | 팔꿈치를 고정한 상태에서, 이마를 넘겨 정수리 위까지 바를 내려줍니다. | 내려온 동선을따라 바를 들어올려 시작 자세로 돌아갑니다.",,0
191,리버스 바벨 리스트 컬,팔,"https://burnfit.io/wp-content/uploads/2023/11/REV_BB_WRIST_CURL.png,https://burnfit.io/wp-content/uploads/2023/11/REV_BB_WRIST_CURL.gif","바벨을 손등이 하늘을 향한 상태에서 어깨너비보다 약간 좁게 잡고, 벤치 위에 전완부를 올려놓습니다. | 손목을 바닥 방향으로 구부리면서 바벨을 내립니다. | 손목을 위로 최대한 끌어올린다는 생각으로 바벨을 들어올립니다.",,0
192,리버스 덤벨 리스트 컬,팔,"https://burnfit.io/wp-content/uploads/2023/11/REV_DB_WRIST_CURL.png,https://burnfit.io/wp-content/uploads/2023/11/REV_DB_WRIST_CURL.gif","벤치에 앉아 손등이 하늘을 향하도록 덤벨을 잡고, 허벅지 위에 전완부를 올려놓습니다. | 손바닥을 바닥 방향으로 구부리면서 덤벨을 내립니다. | 손바닥을 위로 최대한 끌어올린다는 생각으로 덤벨을 들어올립니다.",,0
193,인클라인 덤벨 컬,팔,"https://burnfit.io/wp-content/uploads/2023/11/INC_DB_CURL.png,https://burnfit.io/wp-content/uploads/2023/11/INC_DB_CURL.gif","양손으로 덤벨을 들고 인클라인 벤치에 앉습니다. | 운동중 상체가 움직이지 견갑을 고정한 상태로 팔과 덤벨이 바닥과 수직이 되도록 자세를 잡습니다. | 이두근으로만 덤벨을 들어올린다는 생각으로 팔을 구부립니다. (이때, 팔꿈치가 움직이지 않도록 고정된 상태를 유지합니다.) | 구부린 팔을 펴면서 시작 자세로 돌아갑니다.",,0
194,벤치 딥스,팔,"https://burnfit.io/wp-content/uploads/2023/11/BENCH_DIPS.png,https://burnfit.io/wp-content/uploads/2023/11/BENCH_DIPS.gif",양손을 어깨너비만큼 벌려 벤치 모서리를 잡아줍니다. (어깨의 유연성이 부족하다고 생각된다면 어깨너비 보다 넓게 벌려 잡습니다.) | 발의 위치에 따라 강도가 조절되므로 적당한 위치를 설정합니다. (몸에서 멀어질수록 강도가 올라가고 가까워질수록 강도가 약해집니다.) | 팔을 굽혀서 몸을 수직방향으로 내립니다. 이때 양 팔꿈치를 뒤쪽 직각방향으로 움직일수 있도록 합니다. | 삼두근의 자극을 느끼며 몸을 밀어올려 시작자세로 돌아갑니다.,,0
195,리스트 롤러,팔,"https://burnfit.io/wp-content/uploads/2023/11/WRIST_ROLLER.png,https://burnfit.io/wp-content/uploads/2023/11/WRIST_ROLLER.gif","롤러의 손잡이를 손등이 하늘을 향하도록 잡은 상태에서, 양팔을 앞으로 쭉 펴줍니다. | 양팔이 펴진 상태를 유지하면서 한손으로 최대한 감을수 있을만큼 크게 손잡이를 돌려줍니다. | 양손을 번갈아 한번씩 감아줍니다. | 롤러를 다 감았으면 반대 방향으로 손잡이를 감으며 롤러를 풀어줍니다.",,0
196,리버스 바벨 컬,팔,"https://burnfit.io/wp-content/uploads/2023/11/REV_BB_CURL.png,https://burnfit.io/wp-content/uploads/2023/11/REV_BB_CURL.gif","양발을 어깨너비로 적당히 벌려선 상태에서, 손등이 앞을 바라보도록 바벨을 잡습니다. | 팔꿈치를 고정한 상태에서 이두의 힘으로 바벨을 들어올립니다. 이때 어깨가 말리지 않도록 가슴을 활짝편 상태를 유지합니다. | 이두의 긴장감을 유지하면서 바벨을 천천히 내립니다.",,0
197,트라이셉 익스텐션 머신,팔,"https://burnfit.io/wp-content/uploads/2023/11/TRI_EXT_MC.png,https://burnfit.io/wp-content/uploads/2023/11/TRI_EXT_MC.gif",머신에 앉은 상태에서 패드에 팔꿈치를 대고 양손으로 손잡이를 잡습니다. | 팔꿈치를 고정한 상태에서 천천히 팔을 펴줍니다. | 삼두에 자극을 느끼면서 천천히 시작 자세로 돌아갑니다.,,0
198,스미스머신 로우,등,,,,0
199,덤벨 로우,등,"https://burnfit.io/wp-content/uploads/2023/11/DB_LOW.png,https://burnfit.io/wp-content/uploads/2023/11/DB_LOW.gif","다리를 골반너비로 벌리고, 상체를 숙여 손등이 위로 향하게끔 덤벨을 잡습니다. | 허리가 구부러지지 않게 중립 상태를 유지한 채로, 무릎 높이로 덤벨을 들어올린다. | 팔꿈치를 몸쪽으로 붙인다는 생각으로 팔을 굽혀 덤벨을 복부까지 끌어당겨 줍니다. | 등의 자극을 느끼며 덤벨을 내려 2번의 자세로 돌아갑니다.",,0
200,원암 덤벨 로우,등,"https://burnfit.io/wp-content/uploads/2023/11/OA_DB_ROW.png,https://burnfit.io/wp-content/uploads/2023/11/OA_DB_ROW.gif","등을 곧게 피고 상체를 기울인 상태로, 운동하지 않는 손과 무릎을 벤치에 고정시킵니다. | 덤벨을 잡은 손을 아래로 펴서, 등 근육을 이완 시켜줍니다. | 덤벨을 옆구리까지 힘차게 들어올립니다. | 등(광배근)의 자극을 느끼며 덤벨을 내려 2번의 자세로 돌아갑니다.",,0
201,케이블 암 풀다운,등,"https://burnfit.io/wp-content/uploads/2023/11/CABLE_ARM_PULL_DOWN.png,https://burnfit.io/wp-content/uploads/2023/11/CABLE_ARM_PULL_DOWN.gif","양 발을 어깨너비만큼 벌린 상태로 케이블을 바라보고 섭니다. | 양손을 어깨너비보다 살짝 넓게 벌려 케이블에 연결한 바를 잡습니다. (엄지가 올라가는 썸리스그립으로 잡으면 광배근에 더 큰 자극을 줄 수 있습니다.) | 무릎을 살짝 굽히고 상체를 45도 각도로 숙인 상태에서 광배근의 자극을 느끼며 팔을 아래로 당깁니다. 이때, 팔이 굽혀지지 않게 힘을 준 상태로 삼두를 광배에 붙여준다고 생각하면서 등을 수축합니다. | 가슴을 활짝 편 상태로 광배에 자극을 느끼면서 천천히 시작 자세로 돌아갑니다.",,0
202,시티드 케이블 로우,등,"https://burnfit.io/wp-content/uploads/2023/11/SEATED_CABLE_ROW.png,https://burnfit.io/wp-content/uploads/2023/11/SEATED_CABLE_ROW.gif",케이블을 마주보고 앉아 발판에 발을 올린후 무릎을 살짝 굽혀줍니다. | 허리를 펴고 가슴을 내민 상태에서 케이블을 잡아 당깁니다. 이때 등 중앙부를 접는다는 느낌으로 팔꿈치를 척추쪽으로 모아줍니다. | 중량을 등으로 버티면서 천천히 팔을 펴서 시작 자세로 돌아갑니다.,,0
203,굿모닝 엑서사이즈,등,"https://burnfit.io/wp-content/uploads/2023/11/GOOD_MORN.png,https://burnfit.io/wp-content/uploads/2023/11/GOOD_MORN.gif","발은 어깨너비 정도로 벌리고, 가슴을 세우고 허리에 긴장감을 유지합니다. | 골반을 뒤로 빼고 인사하듯 상체를 숙여줍니다. (이때, 척추를 곧게 펴고 유지할 수 있는만큼만 상체를 숙여줍니다.) | 허리에 긴장감을 유지하면서 일어납니다.",,0
204,풀업,등,"https://burnfit.io/wp-content/uploads/2023/11/PULL_UP.png,https://burnfit.io/wp-content/uploads/2023/11/PULL_UP.gif","팔을 어깨 너비만큼 벌리고, 손바닥이 앞을 바라본 상태로 바를 잡고매달립니다. | 가슴을 편 상태로 바를 구부려 준다는 느낌으로 팔을 당겨 올라갑니다. | 상체가 흔들리지 않도록 자세를 유지하면서 내려옵니다.",,0
205,중량 풀업,등,"https://burnfit.io/wp-content/uploads/2023/11/WEI_PULL_UP.png,https://burnfit.io/wp-content/uploads/2023/11/WEI_PULL_UP.gif","중량 도구를 몸에 장착하고, 팔을 어깨 너비보다 살짝 넓게 벌린 상태로 바에 매달립니다. | 가슴을 편 상태로 바를 구부려 준다는 느낌으로 팔을 당겨 올라갑니다. | 등에 자극을 느끼면서 내려와 시작 자세로 돌아갑니다.",,0
206,친업,등,"https://burnfit.io/wp-content/uploads/2023/11/CHIN_UP.png,https://burnfit.io/wp-content/uploads/2023/11/CHIN_UP.gif","팔을 어깨 너비만큼 벌리고, 손등이 앞을 바라본 상태로 바를 잡고 매달립니다. | 가슴을 핀 상태로 팔을 당겨 몸을 끌어올립니다. | 상체가 흔들리지 않도록 자세를 유지하면서 내려옵니다.",,0
207,중량 친업,등,"https://burnfit.io/wp-content/uploads/2023/11/WEI_CHIN_UP.png,https://burnfit.io/wp-content/uploads/2023/11/WEI_CHIN_UP.gif","중량 도구를 몸에 장착하고, 손등이 앞을 바라본 상태로 바를 잡고 매달립니다. | 가슴을 핀 상태로 팔을 당겨 몸을 끌어올립니다. | 상체가 흔들리지 않도록 자세를 유지하면서 내려옵니다.",,0
208,바벨 로우,등,,,,0
209,펜들레이 로우,등,,,,0
210,인클라인 바벨 로우,등,"https://burnfit.io/wp-content/uploads/2023/11/INC_BB_ROW.png,https://burnfit.io/wp-content/uploads/2023/11/INC_BB_ROW.gif","경사진 벤치에 몸을 기대고, 어깨너비보다 조금 넓게 바벨을 잡습니다. | 복부와 가슴을 벤치에 밀착시킨 상태로, 바벨을 배꼽방향으로 힘차게 당겨 올립니다. | 천천히 팔을 피면서 시작 자세로 돌아갑니다.",,0
211,인클라인 덤벨 로우,등,"https://burnfit.io/wp-content/uploads/2023/11/INC_DB_ROW.png,https://burnfit.io/wp-content/uploads/2023/11/INC_DB_ROW.gif",양손에 덤벨을 잡고 경사진 벤치에 몸을 기대어 복부와 가슴을 벤치에 밀착하여 엎드립니다. | 팔꿈치를 옆구리에 붙인다는 느낌으로 덤벨을 복부 아래쪽으로 힘차게 당겨 올립니다. | 천천히 팔을 피면서 시작 자세로 돌아갑니다.,,0
212,인버티드 로우,등,"https://burnfit.io/wp-content/uploads/2023/11/INVT_ROW.png,https://burnfit.io/wp-content/uploads/2023/11/INVT_ROW.gif","고정된 바를 어깨너비보다 살짝 넓게 잡고 상체를 곧게 편 상태로 메달립니다. | 엉덩이가 쳐지지 않게 등을 평평하게 유지한 상태로, 바에 가슴이 닿을정도로 힘껏 당깁니다. | 올라온 동선의 역방향으로 천천히 몸을 내려 1번의 자세로 돌아갑니다.",,0
213,바벨 풀오버,등,"https://burnfit.io/wp-content/uploads/2023/11/BB_PULLOVER.png,https://burnfit.io/wp-content/uploads/2023/11/BB_PULLOVER.gif","바벨을 어깨너비로 잡고 벤치에 가슴을 펴고 누운 상태에서, 바벨을 수직으로 들어올립니다. | 팔꿈치가 하늘을 향하도록 살짝 구부린 상태에서, 바벨을 머리 뒤로 큰 호를 그리며 내려줍니다. | 팔꿈치를 고정한 상태에서, 내려갔던 동선을 따라 바벨을 밀어올립니다.",,0
214,시티드 로우 머신,등,"https://burnfit.io/wp-content/uploads/2023/11/MC_LOW.png,https://burnfit.io/wp-content/uploads/2023/11/MC_LOW.gif","기구에 앉아 상체를 고정한 상태에서, 손잡이를 양손으로 잡습니다. | 등이 굽지 않고 곧게 편 상태를 유지하며 팔꿈치를 몸에 붙여 당깁니다. (이때, 팔 힘이아닌 등의 힘을 사용하여 등에 자극이 느껴지도록 합니다.) | 등의 긴장감을 유지하며 천천히 팔을 펴줍니다.",,0
215,랫풀다운,등,"https://burnfit.io/wp-content/uploads/2023/11/LAT_PULL_DOWN.png,https://burnfit.io/wp-content/uploads/2023/11/LAT_PULL_DOWN.gif","허벅지 지지대의 높낮이를 알맞게 조절하고, 바를 어깨너비보다 넓게 잡고 의자에 앉습니다. | 허벅지를 지지대에 고정하고 가슴을 편상태로, 바가 쇄골에 닿을정도로 바를 당겨줍니다. (이때, 팔이 아닌 등(광배근)의 힘으로 바를 당겨줍니다.) | 광배근이 이완하는 것을 느끼면서 천천히 팔을 폅니다.",,0
216,하이퍼 익스텐션,등,,,,0
217,중량 하이퍼 익스텐션,등,"https://burnfit.io/wp-content/uploads/2023/11/WEI_HPET.png,https://burnfit.io/wp-content/uploads/2023/11/WEI_HPET.gif","얼굴이 바닥을 향한 상태로, 발뒤꿈치와 허벅지를 머신에 고정시킵니다. | 양손으로 중량판을 고정한 상태로, 등 하부 근육이 이완되는걸 느끼면서 상체를 숙여줍니다. | 등 하부의 자극을 느끼면서, 상체를 들어올립니다.",,0
218,백 익스텐션,등,"https://burnfit.io/wp-content/uploads/2023/11/BACK_ET.png,https://burnfit.io/wp-content/uploads/2023/11/BACK_ET.gif","양손과 양발을 적당히 벌린 상태로 바닥에 엎드립니다. | 턱을 당겨 척추 라인을 곧게 편 상태로, 등 하부에 수축을 느끼면서 팔꿈치와 무릎을 들어올립니다. | 등 하부에 긴장감을 느끼면서 천천히 팔, 다리를 내려 시작 자세로 돌아옵니다.",,0
219,티바 로우 머신,등,"https://burnfit.io/wp-content/uploads/2023/11/T_BAR_ROW_MAC.png,https://burnfit.io/wp-content/uploads/2023/11/T_BAR_ROW_MAC.gif","골반너비로 다리를 벌린 상태로 로우 머신을 몸의 중앙에 위치시킵니다. | 허리가 구부러지지 않게 중립 상태를 유지한 채로, 머신을 양손으로 잡습니다. | 팔꿈치를 몸쪽으로 붙인다는 생각으로 팔을 굽혀 머신을 복부까지 끌어당겨 줍니다. | 등의 자극을 느끼며 머신을 내려 2번의 자세로 돌아갑니다.",,0
220,맥그립 랫풀다운,등,"https://burnfit.io/wp-content/uploads/2023/11/MAG_LAT_PULL_DOWN.png,https://burnfit.io/wp-content/uploads/2023/11/MAG_LAT_PULL_DOWN.gif","허벅지 지지대의 높낮이를 알맞게 조절하고, 맥그립을 양손으로 잡고 의자에 앉습니다. | 허벅지를 지지대에 고정하고 가슴을 편상태로, 맥그립이 쇄골에 닿을정도로 당겨줍니다. 이때, 팔이 아닌 등(광배근)의 힘으로 바를 당겨줍니다. | 광배근이 이완하는 것을 느끼면서 천천히 팔을 폅니다.",,0
221,패러럴그립 랫풀다운,등,"https://burnfit.io/wp-content/uploads/2023/11/PAR_LAT_PULL_DOWN.png,https://burnfit.io/wp-content/uploads/2023/11/PAR_LAT_PULL_DOWN.gif","허벅지 지지대의 높낮이를 알맞게 조절하고, 패러럴그립을 양손으로 좁게 잡고 의자에 앉습니다. | 허벅지를 지지대에 고정하고 가슴을 편상태로, 패러럴그립이 쇄골에 닿을정도로 당겨줍니다. 이때, 팔이 아닌 등(광배근)의 힘으로 바를 당겨줍니다. | 광배근이 이완하는 것을 느끼면서 천천히 팔을 폅니다.",,0
222,언더그립 랫풀다운,등,"https://burnfit.io/wp-content/uploads/2023/11/REV_LAT_PULL_DOWN.png,https://burnfit.io/wp-content/uploads/2023/11/REV_LAT_PULL_DOWN.gif","허벅지 지지대의 높낮이를 알맞게 조절하고, 바를 어깨너비만큼 벌려 언더그립(손바닥이 위를 향하도록 잡는 방법)으로 잡고 의자에 앉습니다. | 허벅지를 지지대에 고정하고 가슴을 편상태로, 바가 쇄골에 닿을정도로 당겨줍니다. 이때, 팔이 아닌 등(광배근)의 힘으로 바를 당겨줍니다. | 광배근이 이완하는 것을 느끼면서 천천히 팔을 폅니다.",,0
223,정지 바벨 로우,등,"https://burnfit.io/wp-content/uploads/2023/11/PAUSE_BB_ROW.png,https://burnfit.io/wp-content/uploads/2023/11/PAUSE_BB_ROW.gif","골반너비로 다리를 벌리고, 상체를 숙여 손등이 위로 향하게끔 바벨을 잡습니다. | 허리가 구부러지지 않게 중립 상태를 유지한 채로, 무릎 높이로 바벨을 들어올립니다. | 팔꿈치를 몸쪽으로 붙인다는 생각으로 팔을 굽혀 바벨을 복부까지 끌어당겨 줍니다. | 바벨을 최대 높이로 당긴 자세를 2~3초간 유지합니다. | 등의 자극을 느끼며 바벨을 내려 2번 자세로 돌아갑니다.",,0
224,어시스트 풀업 머신,등,"https://burnfit.io/wp-content/uploads/2023/11/ASS_PULLUP_MC.png,https://burnfit.io/wp-content/uploads/2023/11/ASS_PULLUP_MC.gif","보조 받고 싶은 중량을 설정합니다. 중량이 클수록 더 많이 보조를 받게됩니다. | 팔을 어깨 너비보다 넓게 벌리고 바를 잡은 상태에서, 받침대에 양발을 올려 체중을 실어줍니다. | 가슴을 편 상태로 바를 구부려 준다는 느낌으로 팔을 당겨 올라갑니다. | 상체가 흔들리지 않도록 자세를 유지하면서 내려옵니다.",,0
